,x,y,z,roll,pitch,yaw,success
0,0.3268034618866006,-0.06759933656530853,0.39968896051375924,3.141592653589793,1.0393889782699093,2.9376191964638303,True
1,0.09817506217919997,-0.4726133742595137,0.06111998532448942,3.141592653589793,0.34904478166308595,1.7756115560690773,False
2,-0.28156064225467836,0.39632726535676754,0.0037224988022798956,3.141592653589793,0.22842077660194746,-0.9531081910351668,False
3,0.17301969320982385,0.4356342342161052,0.11671876127102193,3.141592653589793,0.46802482334628875,-1.9488583792542586,False
4,0.09413840182156152,-0.36388912593571493,0.30168522632403594,3.141592653589793,0.87439853826286,1.8239470497134243,True
5,-0.23302079053770605,0.2044146384892493,0.3911586397052031,3.141592653589793,1.0682079538756712,-0.7200960041218359,True
6,-0.28201577376945086,-0.2531593394464276,0.32056983390875754,3.141592653589793,0.8924127732621926,0.7315307146211736,True
7,0.47751795785349693,0.08558760410711508,0.04155301037384341,3.141592653589793,0.3078927346651978,-2.964241469548408,False
8,-0.2307910223767015,-0.16134050553376442,0.3949145496632107,3.141592653589793,1.1166709783104438,0.6101056796032294,True
9,0.1451140708354452,0.24835617883055827,0.4144848491668532,3.141592653589793,1.122185414064941,-2.0995903811876206,True
10,-0.04450225667064942,0.25922909019317314,0.4074285161730239,3.141592653589793,1.156697849713965,-1.4007820319709205,True
11,0.10676255014637687,0.18986631201935025,0.4431506237364207,3.141592653589793,1.254400462816117,-2.083036738099974,True
12,-0.39006265610510854,0.17636311070669933,0.2513856174758088,3.141592653589793,0.7358154929018452,-0.424632512064599,True
13,0.3993047694598433,0.282231189600605,0.08214865791802549,3.141592653589793,0.38540779659400953,-2.526313188997261,False
14,0.39650298469127654,-0.051690324605560854,0.31986378315614167,3.141592653589793,0.8622045655065517,3.011958204054609,True
15,-0.16533017820349372,0.48614925986623586,0.007164200208720703,3.141592653589793,0.22257699153394975,-1.2429851197075956,False
16,-0.09743494459381459,0.43505036961460947,0.26403977584717814,3.141592653589793,0.7311719281007414,-1.350469663141588,True
17,0.44091851345467836,-0.17213496746768847,0.14125363674244742,3.141592653589793,0.5080075408630497,2.7693886871855775,True
18,-0.32186894383641673,-0.03186218611063952,0.38793500512396456,3.141592653589793,1.0445382842152744,0.09866971999443701,True
19,-0.25436608348281464,-0.04533358152517237,0.4353802352794423,3.141592653589793,1.1835100247703614,0.1763700123748315,True
20,-0.4370822746041166,-0.1907535556983344,0.19228035738031865,3.141592653589793,0.5896135749703827,0.4115076443827448,False
21,-0.1954987018396397,-0.04295404349884854,0.47433424039772026,3.141592653589793,1.298840100165583,0.21627867146975416,True
22,-0.15624430467553313,0.13339874178741812,0.44107665221971964,3.141592653589793,1.2740549901095108,-0.7066862341575841,True
23,-0.2812613055946327,0.39187192369865814,0.13020621079777117,3.141592653589793,0.479837435857614,-0.9482647081128146,False
24,0.36294426338827135,-0.28499408426637707,0.19370929716361884,3.141592653589793,0.6086267008041405,2.4759240090772057,True
25,-0.08262438350641169,0.357930772568008,0.32556328366894505,3.141592653589793,0.9151197444275355,-1.343931233147328,True
